url,parent_category,error
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A21608215011%2Cn%3A10967671&dc&qid=1745391862&rnid=21608215011&ref=sr_nr_n_3,Isolation Transformers,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A21608215011%2Cn%3A10967061&dc&qid=1745391862&rnid=21608215011&ref=sr_nr_n_4,Line Conditioners,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A21608215011%2Cn%3A689651011&dc&qid=1745391862&rnid=21608215011&ref=sr_nr_n_5,PDUs,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A21608215011%2Cn%3A10967761&dc&qid=1745391862&rnid=21608215011&ref=sr_nr_n_6,Power Converters,No LI elements found
https://www.amazon.com/s?bbn=116069714011&rh=n%3A2335752011%2Cn%3A116069714011%2Cn%3A7072561011&dc&qid=1745391867&rnid=2941120011&ref=sr_nr_n_2,Cell Phones,No LI elements found
https://www.amazon.com/b?node=2483609011&ref=sr_nr_n_1,Cell Phone Minutes,No LI elements found
https://www.amazon.com/b?node=14674870011&ref=sr_nr_n_2,SIM Cards,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A2242348011&dc&qid=1745391875&rnid=172282&ref=sr_nr_n_6,Electronic Protection Plans,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A667846011&dc&qid=1745391875&rnid=172282&ref=sr_nr_n_8,Home Audio,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A300334&dc&qid=1745391875&rnid=172282&ref=sr_nr_n_14,Video Projectors,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A1232597011&dc&qid=1745391875&rnid=172282&ref=sr_nr_n_20,Tablets,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A2242348011&dc&qid=1745391877&rnid=172282&ref=sr_nr_n_6,Electronic Protection Plans,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A667846011&dc&qid=1745391877&rnid=172282&ref=sr_nr_n_8,Home Audio,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A300334&dc&qid=1745391877&rnid=172282&ref=sr_nr_n_14,Video Projectors,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A1232597011&dc&qid=1745391877&rnid=172282&ref=sr_nr_n_20,Tablets,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A2242348011&dc&qid=1745391879&rnid=172282&ref=sr_nr_n_6,Electronic Protection Plans,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A667846011&dc&qid=1745391879&rnid=172282&ref=sr_nr_n_8,Home Audio,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A300334&dc&qid=1745391879&rnid=172282&ref=sr_nr_n_14,Video Projectors,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A1232597011&dc&qid=1745391879&rnid=172282&ref=sr_nr_n_20,Tablets,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A7073962011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_2,Armbands,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A3081461011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_3,Basic Cases,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A7073958011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_4,Battery Charger Cases,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A17875442011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_5,Bumpers,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A21209096011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_6,Case & Cover Bundles,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A21209095011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_7,Crossbody & Lanyard Cases,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A17875443011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_8,Dry Bags,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A9931389011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_9,Flip Cases,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A2407765011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_10,Holsters,No LI elements found
https://www.amazon.com/s?rh=n%3A2335752011%2Cn%3A2407760011%2Cn%3A9414313011&dc&qid=1745391881&rnid=2407760011&ref=sr_nr_n_11,Sleeves,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=12097478011&ref_=amb_link_wWKVXRlOSpW2CEglBx9yZg_1,In Ear Earbud Headphones,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=12097479011&ref_=amb_link_wWKVXRlOSpW2CEglBx9yZg_2,Over-Ear Headphones,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=12097480011&ref_=amb_link_wWKVXRlOSpW2CEglBx9yZg_3,On-Ear Headphones,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=12097501011&ref_=amb_link_wWKVXRlOSpW2CEglBx9yZg_4,Bluetooth Headphones,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=2266980011&ref_=amb_link_wWKVXRlOSpW2CEglBx9yZg_5,Sports and Fitness Headphones,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=509318&ref_=amb_link_wWKVXRlOSpW2CEglBx9yZg_6,Noise-cancelling Headphones,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=11601506011&ref_=amb_link_wWKVXRlOSpW2CEglBx9yZg_9,All deals,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A10048700011%2Cn%3A10048706011&dc&qid=1745391884&rnid=10048700011&ref=sr_nr_n_2,"Clips, Arm & Wristbands",No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A10048700011%2Cn%3A10048708011&dc&qid=1745391884&rnid=10048700011&ref=sr_nr_n_3,Glasses,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A10048700011%2Cn%3A10048711011&dc&qid=1745391884&rnid=10048700011&ref=sr_nr_n_4,Rings,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A10048700011%2Cn%3A5393958011&dc&qid=1745391884&rnid=10048700011&ref=sr_nr_n_7,Activity Trackers,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A10048700011%2Cn%3A18021376011&dc&qid=1745391884&rnid=10048700011&ref=sr_nr_n_9,Single Ear Bluetooth Headsets,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A10048700011%2Cn%3A10048713011&dc&qid=1745391884&rnid=10048700011&ref=sr_nr_n_10,Smart Clip Accessories,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A10048700011%2Cn%3A14775002011&dc&qid=1745391884&rnid=10048700011&ref=sr_nr_n_12,VR Cell Phone Headsets,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A2242348011&dc&qid=1745391886&rnid=172282&ref=sr_nr_n_6,Electronic Protection Plans,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A667846011&dc&qid=1745391886&rnid=172282&ref=sr_nr_n_8,Home Audio,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A300334&dc&qid=1745391886&rnid=172282&ref=sr_nr_n_14,Video Projectors,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A1232597011&dc&qid=1745391886&rnid=172282&ref=sr_nr_n_20,Tablets,No LI elements found
https://www.amazon.com/b?node=2407770011&ref=sr_nr_n_1,Automobile Chargers,No LI elements found
https://www.amazon.com/b?node=7073958011&ref=sr_nr_n_2,Battery Charger Cases,No LI elements found
https://www.amazon.com/b?node=12557639011&ref=sr_nr_n_3,Charging Stations,No LI elements found
https://www.amazon.com/b?node=7073960011&ref=sr_nr_n_4,Portable Power Banks,No LI elements found
https://www.amazon.com/b?node=2407762011&ref=sr_nr_n_5,Solar Chargers,No LI elements found
https://www.amazon.com/b?node=12557637011&ref=sr_nr_n_6,Wall Chargers,No LI elements found
https://www.amazon.com/b?node=21209124011&ref=sr_nr_n_7,Wireless Chargers,No LI elements found
https://www.amazon.com/b?node=2407770011&ref=sr_nr_n_1,Chargers,No LI elements found
https://www.amazon.com/b?node=7072562011&ref=sr_nr_n_2,Cradles,No LI elements found
https://www.amazon.com/b?node=2407764011&ref=sr_nr_n_3,Kits,No LI elements found
https://www.amazon.com/b?node=11139605011&ref=sr_nr_n_4,Pads & Mats,No LI elements found
https://www.amazon.com/b?node=7073957011&ref=sr_nr_n_5,Speakerphones,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A13896617011%2Cn%3A565108%2Cn%3A13896609011&dc&qid=1745391899&rnid=565108&ref=sr_nr_n_4,2 in 1 Laptops,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A13896617011%2Cn%3A565108%2Cn%3A13896615011&dc&qid=1745391899&rnid=565108&ref=sr_nr_n_5,Traditional Laptops,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A13896617011%2Cn%3A565098%2Cn%3A13896603011&dc&qid=1745391901&rnid=565098&ref=sr_nr_n_4,All-in-Ones,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A13896617011%2Cn%3A565098%2Cn%3A13896591011&dc&qid=1745391901&rnid=565098&ref=sr_nr_n_5,Minis,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A13896617011%2Cn%3A565098%2Cn%3A13896597011&dc&qid=1745391901&rnid=565098&ref=sr_nr_n_6,Towers,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=8588812011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_1,Laptops,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=8588813011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_2,Desktops,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=402053011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_5,Headsets,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=402051011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_7,Keyboards,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=402052011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_8,Mice,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=284822&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_10,Graphics Cards,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=229189&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_11,Processors,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=172500&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_12,Memory,No LI elements found
https://www.amazon.com/gp/search?rw_useCurrentProtocol=1&rh=i%253Acomputers%252Cn%253A172282%252Cn%253A%2521493964%252Cn%253A541966%252Cn%253A193870011%252Cn%253A572238%252Cp_n_feature_keywords_browse-bin%253A6570425011%252Cn%253A%2521493964%252Cn%253A%21493964&bbn=572238&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_13,Cases,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=979455011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_15,Digital Games,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=5267605011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_16,Free-to-Play,No LI elements found
https://www.amazon.com/gp/browse.html?rw_useCurrentProtocol=1&node=4924894011&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_17,PC Games,No LI elements found
https://www.amazon.com/gp/search?rw_useCurrentProtocol=1&rh=i%253Avideogames%252Cn%253A468642%252Cn%253A%252111846801%252Cn%253A229647%252Cn%253A4924889011%252Cn%253A%252111846801%252Cn%253A%2111846801&ref_=amb_link_emWE0eMCP2aYfaqZbDfWdQ_18,Mac Games,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172456%2Cn%3A11036541&dc&qid=1745391909&rnid=172456&ref=sr_nr_n_5,Cable Security Devices,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172456%2Cn%3A1086958&dc&qid=1745391909&rnid=172456&ref=sr_nr_n_19,Racks & Cabinets,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172456%2Cn%3A172585&dc&qid=1745391909&rnid=172456&ref=sr_nr_n_20,Scanner Accessories,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172456%2Cn%3A764572&dc&qid=1745391909&rnid=172456&ref=sr_nr_n_21,Uninterruptible Power Supply (UPS),No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172456%2Cn%3A17387627011&dc&qid=1745391909&rnid=172456&ref=sr_nr_n_23,USB Hubs,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172504%2Cn%3A13983751&dc&qid=1745391911&rnid=172504&ref=sr_nr_n_3,Device Servers,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172504%2Cn%3A281413&dc&qid=1745391911&rnid=172504&ref=sr_nr_n_4,Hubs,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172504%2Cn%3A5005583011&dc&qid=1745391911&rnid=172504&ref=sr_nr_n_5,Mobile Broadband Devices,No LI elements found
https://www.amazon.com/s?rh=n%3A172282%2Cn%3A541966%2Cn%3A172504%2Cn%3A17442743011&dc&qid=1745391911&rnid=172504&ref=sr_nr_n_6,Modem Router Combos,No LI elements found
